,base,quote,exchange,base_t,quote_t,exchange_t,BUY,SELL,id,s_time,s_time_book,bid,bid_qty,ask,ask_qty,bid_t,bid_qty_t,ask_t,ask_qty_t
53,SOL,USDT,Binance,,,,200.52029418945312,200.18972778320312,180,2021-12-04 04:13:35.507,2021-12-04 04:13:37.368,200.38000000,0.78000000,200.44000000,0.50000000,0,0,0,0
54,SOL,USDT,FTX,,,,200.1975465,199.914979,181,2021-12-04 04:13:48.374,2021-12-04 04:13:49.943,200.2375,18.2,200.4225,3.8,0,0,0,0
55,SOL,USDT,Binance,,,,200.61036682128906,200.27964782714844,181,2021-12-04 04:13:48.374,2021-12-04 04:13:49.943,200.33000000,5.98000000,200.34000000,20.06000000,0,0,0,0
56,SOL,USDT,FTX,,,,200.77039,200.404685,182,2021-12-04 04:14:25.213,2021-12-04 04:14:26.806,200.815,40.62,200.98,9.97,0,0,0,0
57,SOL,USDT,Binance,,,,201.16079711914062,200.82920837402344,182,2021-12-04 04:14:25.213,2021-12-04 04:14:26.806,200.89000000,23.80000000,200.98000000,8.95000000,0,0,0,0
58,SOL,USDT,FTX,,,,201.530846,201.20670349999997,183,2021-12-04 04:16:02.700,2021-12-04 04:16:04.379,201.6425,11.61,201.66,0.05,0,0,0,0
59,SOL,USDT,Binance,,,,201.89138793945312,201.55862426757812,183,2021-12-04 04:16:02.700,2021-12-04 04:16:04.379,201.72000000,1.52000000,201.74000000,0.90000000,0,0,0,0
60,SOL,USDT,Binance,,,,201.47105407714844,201.09898376464844,184,2021-12-04 04:20:19.674,2021-12-04 04:20:21.262,201.18000000,13.06000000,201.23000000,8.50000000,0,0,0,0
61,SOL,USDT,FTX,,,,202.01113399999997,201.72639149999998,184,2021-12-04 04:20:19.674,2021-12-04 04:20:21.262,201.11,3.8,201.225,9.97,0,0,0,0
62,SOL,USDT,FTX,,,,200.92048,200.5870755,185,2021-12-04 04:20:56.318,2021-12-04 04:20:58.125,201.2875,29.79,201.34,3.8,0,0,0,0
63,SOL,USDT,Binance,,,,201.51109313964844,201.1189727783203,185,2021-12-04 04:20:56.318,2021-12-04 04:20:58.125,201.21000000,49.65000000,201.25000000,1.20000000,0,0,0,0
64,SOL,USDT,FTX,,,,201.030546,200.74947799999998,186,2021-12-04 04:21:21.188,2021-12-04 04:21:24.019,201.275,3.8,201.4125,29.79,0,0,0,0
65,SOL,USDT,Binance,,,,201.46104431152344,201.05902099609375,186,2021-12-04 04:21:21.188,2021-12-04 04:21:24.019,201.49000000,2.00000000,201.51000000,1.20000000,0,0,0,0
66,SOL,USDT,FTX,,,,201.62089999999998,201.339124,187,2021-12-04 04:24:40.911,2021-12-04 04:24:42.555,201.7425,3.8,201.7725,3.79,0,0,0,0
67,SOL,USDT,Binance,,,,201.96144104003906,201.62855529785156,187,2021-12-04 04:24:40.911,2021-12-04 04:24:42.555,201.83000000,1.64000000,201.85000000,3.61000000,0,0,0,0
68,SOL,USDT,Binance,,,,201.30091857910156,200.91912841796875,188,2021-12-04 04:25:43.530,2021-12-04 04:25:45.401,201.14000000,1.88000000,201.20000000,11.31000000,0,0,0,0
69,SOL,USDT,FTX,,,,201.8735515,201.57897999999997,188,2021-12-04 04:25:43.530,2021-12-04 04:25:45.401,201.135,9.97,201.1925,3.8,0,0,0,0
70,SOL,USDT,Binance,,,,201.03070068359375,200.62936401367188,189,2021-12-04 04:26:09.276,2021-12-04 04:26:11.250,200.87000000,0.07000000,200.92000000,14.50000000,0,0,0,0
71,SOL,USDT,FTX,,,,201.295705,201.03180849999998,189,2021-12-04 04:26:09.276,2021-12-04 04:26:11.250,200.7775,6.32,200.825,3.8,0,0,0,0
72,SOL,USDT,FTX,,,,200.5127355,200.2172975,190,2021-12-04 04:26:45.890,2021-12-04 04:26:47.972,200.77,1.74,200.925,6.21,0,0,0,0
73,SOL,USDT,Binance,,,,200.9206085205078,200.57940673828125,190,2021-12-04 04:26:45.890,2021-12-04 04:26:47.972,200.81000000,8.50000000,200.85000000,13.06000000,0,0,0,0
74,SOL,USDT,Binance,,,,200.67041015625,200.339599609375,191,2021-12-04 04:27:35.429,2021-12-04 04:27:37.540,200.48000000,0.94000000,200.51000000,1.00000000,0,0,0,0
75,SOL,USDT,FTX,,,,201.05556099999998,200.744481,191,2021-12-04 04:27:35.429,2021-12-04 04:27:37.540,200.3325,9.97,200.4625,13.77,0,0,0,0
76,SOL,USDT,Binance,,,,199.9598388671875,199.59019470214844,192,2021-12-04 04:29:38.491,2021-12-04 04:29:40.338,199.72000000,2.68000000,199.73000000,14.60000000,0,0,0,0
77,SOL,USDT,FTX,,,,200.275093,199.9724445,192,2021-12-04 04:29:38.491,2021-12-04 04:29:40.338,199.7275,3.8,199.8775,3.8,0,0,0,0
78,SOL,USDT,FTX,,,,200.1975465,199.76506899999998,193,2021-12-04 04:30:27.199,2021-12-04 04:30:29.047,200.3575,0.18,200.3975,3.8,0,0,0,0
79,SOL,USDT,Binance,,,,200.58033752441406,200.2296905517578,193,2021-12-04 04:30:27.199,2021-12-04 04:30:29.047,200.39000000,0.17000000,200.42000000,18.34000000,0,0,0,0
80,SOL,USDT,FTX,,,,200.650318,200.3022465,194,2021-12-04 04:31:28.625,2021-12-04 04:31:30.347,200.95,3.8,201.0575,9.97,0,0,0,0
81,SOL,USDT,Binance,,,,201.29090881347656,200.9291229248047,194,2021-12-04 04:31:28.625,2021-12-04 04:31:30.347,201.06000000,1.89000000,201.07000000,0.50000000,0,0,0,0
82,SOL,USDT,Binance,,,,200.72044372558594,200.3795623779297,195,2021-12-04 04:32:17.687,2021-12-04 04:32:19.532,200.54000000,14.72000000,200.55000000,16.42000000,0,0,0,0
83,SOL,USDT,FTX,,,,201.045555,200.74947799999998,195,2021-12-04 04:32:17.687,2021-12-04 04:32:19.532,200.4875,3.8,200.56,14.27,0,0,0,0
84,SOL,USDT,Binance,,,,200.11997985839844,199.7900390625,196,2021-12-04 04:32:30.540,2021-12-04 04:32:32.285,199.96000000,2.35000000,200.00000000,19.17000000,0,0,0,0
85,SOL,USDT,FTX,,,,200.69284349999998,200.3722045,196,2021-12-04 04:32:30.540,2021-12-04 04:32:32.285,199.955,3.8,200.065,29.98,0,0,0,0
86,SOL,USDT,Binance,,,,199.7897186279297,199.46029663085938,197,2021-12-04 04:32:43.281,2021-12-04 04:32:48.460,199.50000000,9.01000000,199.58000000,8.50000000,0,0,0,0
87,SOL,USDT,FTX,,,,200.1625255,199.83252849999997,197,2021-12-04 04:32:43.281,2021-12-04 04:32:48.460,199.4875,10.14,199.515,3.8,0,0,0,0
88,SOL,USDT,FTX,,,,199.524643,199.240384,198,2021-12-04 04:34:49.947,2021-12-04 04:34:51.815,199.6575,3.8,199.73,8.97,0,0,0,0
89,SOL,USDT,Binance,,,,199.88978576660156,199.53024291992188,198,2021-12-04 04:34:49.947,2021-12-04 04:34:51.815,199.69000000,17.85000000,199.73000000,1.61000000,0,0,0,0
90,SOL,USDT,FTX,,,,199.584679,199.285357,199,2021-12-04 04:35:27.384,2021-12-04 04:35:29.252,199.7175,12.85,199.7725,15.44,0,0,0,0
91,SOL,USDT,Binance,,,,199.9598388671875,199.59019470214844,199,2021-12-04 04:35:27.384,2021-12-04 04:35:29.252,199.75000000,16.44000000,199.80000000,2.00000000,0,0,0,0
92,SOL,USDT,FTX,,,,199.9173785,199.55019799999997,200,2021-12-04 04:35:40.281,2021-12-04 04:35:42.675,200.0825,13.8,200.0975,10.36,0,0,0,0
93,SOL,USDT,Binance,,,,200.2901153564453,199.91993713378906,200,2021-12-04 04:35:40.281,2021-12-04 04:35:42.675,200.13000000,2.75000000,200.14000000,3.00000000,0,0,0,0
94,SOL,USDT,Binance,,,,199.7296600341797,199.4003448486328,201,2021-12-04 04:35:54.030,2021-12-04 04:35:56.935,199.50000000,11.36000000,199.57000000,1.00000000,0,0,0,0
95,SOL,USDT,FTX,,,,200.2175585,199.9624505,201,2021-12-04 04:35:54.030,2021-12-04 04:35:56.935,199.445,0.06,199.525,3.8,0,0,0,0
96,SOL,USDT,Binance,,,,199.269287109375,198.91075134277344,202,2021-12-04 04:36:32.734,2021-12-04 04:36:35.412,198.95000000,3.06000000,198.98000000,7.09000000,0,0,0,0
97,SOL,USDT,FTX,,,,199.60218949999998,199.2828585,202,2021-12-04 04:36:32.734,2021-12-04 04:36:35.412,198.9375,0.06,198.9625,10.0,0,0,0,0
98,SOL,USDT,FTX,,,,198.964307,198.700708,203,2021-12-04 04:36:46.399,2021-12-04 04:36:48.266,198.8,0.12,198.8375,10.0,0,0,0,0
99,SOL,USDT,Kucoin,,,,199.47830200195312,199.03076171875,203,2021-12-04 04:36:46.399,2021-12-04 04:36:48.266,198.806,0.1896,198.846,5.33,0,0,0,0
100,SOL,USDT,FTX,,,,198.05626249999997,197.78126,204,2021-12-04 04:41:15.617,2021-12-04 04:41:17.515,198.31,0.54,198.5075,30.22,0,0,0,0
101,SOL,USDT,Binance,,,,198.70884704589844,198.3711700439453,204,2021-12-04 04:41:15.617,2021-12-04 04:41:17.515,198.33000000,8.37000000,198.39000000,2.00000000,0,0,0,0
,base,quote,exchange,base_t,quote_t,exchange_t,BUY,SELL,id,s_time,s_time_book,bid,bid_qty,ask,ask_qty,bid_t,bid_qty_t,ask_t,ask_qty_t
0,SOL,USDT,Binance,,,,198.21844482421875,197.8915557861328,205,2021-12-04 04:41:28.516,2021-12-04 04:41:30.197,198.05000000,136.69000000,198.10000000,0.09000000,0,0,0,0
1,SOL,USDT,FTX,,,,198.604091,198.25597499999998,205,2021-12-04 04:41:28.516,2021-12-04 04:41:30.197,198.0425,3.8,198.115,1.0,0,0,0,0
2,SOL,USDT,Binance,,,,197.94822692871094,197.591796875,206,2021-12-04 04:41:41.599,2021-12-04 04:41:43.745,197.83000000,2.00000000,197.88000000,5.34000000,0,0,0,0
3,SOL,USDT,FTX,,,,198.3664485,198.03360849999999,206,2021-12-04 04:41:41.599,2021-12-04 04:41:43.745,197.7725,8.97,197.8775,0.4,0,0,0,0
4,SOL,USDT,FTX,,,,197.36084549999998,197.04170399999998,207,2021-12-04 04:45:24.669,2021-12-04 04:45:29.122,197.9325,1.3,198.0875,3.8,0,0,0,0
5,SOL,USDT,Binance,,,,198.03831481933594,197.65174865722656,207,2021-12-04 04:45:24.669,2021-12-04 04:45:29.122,197.90000000,7.74000000,197.97000000,7.57000000,0,0,0,0
6,SOL,USDT,Binance,,,,198.3385467529297,197.95150756835938,208,2021-12-04 04:47:43.200,2021-12-04 04:47:45.125,198.25000000,1.00000000,198.28000000,13.07000000,0,0,0,0
7,SOL,USDT,FTX,,,,198.9217815,198.590774,208,2021-12-04 04:47:43.200,2021-12-04 04:47:45.125,198.1875,35.29,198.255,3.8,0,0,0,0
8,SOL,USDT,FTX,,,,198.433989,198.0635905,209,2021-12-04 04:48:08.023,2021-12-04 04:48:10.724,198.64,8.97,198.7575,30.18,0,0,0,0
9,SOL,USDT,Binance,,,,198.76889038085938,198.4411163330078,209,2021-12-04 04:48:08.023,2021-12-04 04:48:10.724,198.60000000,2.00000000,198.64000000,2.15000000,0,0,0,0
10,SOL,USDT,FTX,,,,199.20194949999998,198.905585,210,2021-12-04 04:49:21.972,2021-12-04 04:49:24.591,199.345,42.83,199.3975,10.26,0,0,0,0
11,SOL,USDT,Binance,,,,199.64959716796875,199.27044677734375,210,2021-12-04 04:49:21.972,2021-12-04 04:49:24.591,199.42000000,7.30000000,199.47000000,0.90000000,0,0,0,0
12,SOL,USDT,FTX,,,,199.2819975,198.8806,211,2021-12-04 04:49:59.473,2021-12-04 04:50:02.410,199.635,30.03,199.69,7.32,0,0,0,0
13,SOL,USDT,Binance,,,,199.9197998046875,199.5402374267578,211,2021-12-04 04:49:59.473,2021-12-04 04:50:02.410,199.71000000,1.72000000,199.74000000,0.88000000,0,0,0,0
14,SOL,USDT,Binance,,,,198.50868225097656,198.1813201904297,212,2021-12-04 04:51:25.917,2021-12-04 04:51:28.464,198.52000000,0.12000000,198.59000000,3.01000000,0,0,0,0
15,SOL,USDT,FTX,,,,198.854241,198.5582935,212,2021-12-04 04:51:25.917,2021-12-04 04:51:28.464,198.42,30.21,198.4875,3.8,0,0,0,0
16,SOL,USDT,Kucoin,,,,197.78460693359375,197.3544464111328,213,2021-12-04 04:52:27.850,2021-12-04 04:52:29.801,197.616,15.8012,197.669,0.0706,0,0,0,0
17,SOL,USDT,FTX,,,,198.213857,197.876203,213,2021-12-04 04:52:27.850,2021-12-04 04:52:29.801,197.56,3.8,197.6625,20.0,0,0,0,0
18,SOL,USDT,Binance,,,,196.2668914794922,195.88316345214844,214,2021-12-04 04:53:17.940,2021-12-04 04:53:20.290,196.00000000,0.10000000,196.06000000,1.00000000,0,0,0,0
19,SOL,USDT,FTX,,,,196.637912,196.3746045,214,2021-12-04 04:53:17.940,2021-12-04 04:53:20.290,196.11,0.02,196.1325,10.0,0,0,0,0
20,SOL,USDT,Binance,,,,196.00668334960938,195.63336181640625,215,2021-12-04 04:53:31.269,2021-12-04 04:53:33.184,195.70000000,2.00000000,195.73000000,7.66000000,0,0,0,0
21,SOL,USDT,FTX,,,,196.487822,196.2097035,215,2021-12-04 04:53:31.269,2021-12-04 04:53:33.184,195.675,3.8,195.955,92.56,0,0,0,0
22,SOL,BTC,FTX,BTC,USDT,Binance,195.07345565761582,194.2690564486113,216,2021-12-04 04:53:56.219,2021-12-04 04:53:57.882,0.00380175,2.1,0.00381175,0.27,51140.01000000,0.00249000,51167.55000000,0.18787000
23,SOL,BTC,Binance,BTC,USDT,FTX,196.90087508507295,196.14243231609322,216,2021-12-04 04:53:56.219,2021-12-04 04:53:57.882,0.00381710,21.23000000,0.00382030,0.22000000,51110.0,0.0658,51184.0,0.1
24,SOL,BTC,FTX,BTC,USDT,Binance,194.92846013727538,193.72527654719607,217,2021-12-04 04:54:09.833,2021-12-04 04:54:11.757,0.00380975,0.14,0.00381975,0.27,50999.92000000,0.04066000,50999.93000000,0.03518000
25,SOL,AUD,Binance,AUD,USDT,Binance,195.8336053173207,195.1166048833402,217,2021-12-04 04:54:09.833,2021-12-04 04:54:11.757,281.69000000,0.21000000,281.72000000,5.68000000,0.69380000,88.00000000,0.69400000,46817.00000000
26,SOL,USDT,Binance,,,,194.51548767089844,194.14456176757812,218,2021-12-04 04:54:37.902,2021-12-04 04:54:40.158,194.26000000,0.06000000,194.38000000,1.81000000,0,0,0,0
27,SOL,USDT,FTX,,,,195.2095555,194.91797899999997,218,2021-12-04 04:54:37.902,2021-12-04 04:54:40.158,194.7125,0.11,194.92,42.76,0,0,0,0
28,SOL,USDT,Binance,,,,193.7548828125,193.29522705078125,219,2021-12-04 04:54:51.293,2021-12-04 04:54:53.340,193.23000000,1.20000000,193.33000000,2.78000000,0,0,0,0
29,SOL,USDT,FTX,,,,196.1150985,194.573186,219,2021-12-04 04:54:51.293,2021-12-04 04:54:53.340,194.04,2.18,194.6325,26.79,0,0,0,0
30,SOL,USDT,Binance,,,,192.353759765625,191.99627685546875,220,2021-12-04 04:55:04.400,2021-12-04 04:55:06.277,192.21000000,0.19000000,192.29000000,2.99000000,0,0,0,0
31,SOL,USDT,FTX,,,,194.74927949999997,194.3857985,220,2021-12-04 04:55:04.400,2021-12-04 04:55:06.277,192.4225,0.5,194.12,0.59,0,0,0,0
32,SOL,USDT,Binance,,,,192.1736297607422,191.85638427734375,221,2021-12-04 04:55:17.290,2021-12-04 04:55:19.121,192.00000000,161.97000000,192.02000000,41.00000000,0,0,0,0
33,SOL,AUD,Binance,AUD,USDT,Binance,193.89796243150704,193.09720189240215,221,2021-12-04 04:55:17.290,2021-12-04 04:55:19.121,279.57000000,0.00300000,279.59000000,13.51900000,0.69150000,5556.00000000,0.69190000,1196.00000000
34,SOL,USDT,Kucoin,,,,191.70652770996094,189.81100463867188,222,2021-12-04 04:55:30.193,2021-12-04 04:55:32.459,190,450.62010995,191.515,4.9688,0,0,0,0
35,SOL,AUD,Binance,AUD,USDT,Binance,193.89796243150704,192.95904961635824,222,2021-12-04 04:55:30.193,2021-12-04 04:55:32.459,275.92000000,0.13200000,277.24000000,5.31200000,0.69150000,13282.00000000,0.69210000,8305.00000000
36,SOL,USDT,Binance,,,,191.1928253173828,190.87716674804688,223,2021-12-04 04:55:43.775,2021-12-04 04:55:45.566,191.03000000,0.06000000,191.06000000,11.75000000,0,0,0,0
37,SOL,GBP,Binance,GBP,USDT,Binance,192.44627316823608,191.6728285752106,223,2021-12-04 04:55:43.775,2021-12-04 04:55:45.566,145.66000000,0.10000000,145.67000000,11.82000000,1.31800000,59755.50000000,1.31900000,231458.80000000
38,SOL,USDT,Kucoin,,,,190.87269592285156,189.80999755859375,224,2021-12-04 04:55:56.584,2021-12-04 04:55:58.607,189.742,15.07440995,190.667,10,0,0,0,0
39,SOL,ETH,Binance,ETH,USDT,Binance,192.54858081669227,191.21347266874545,224,2021-12-04 04:55:56.584,2021-12-04 04:55:58.607,0.04780000,2.33000000,0.04797000,35.64200000,4005.91000000,0.67420000,4006.01000000,3.62710000
40,SOL,BTC,FTX,BTC,USDT,FTX,190.7927353910364,188.88608004366108,225,2021-12-04 04:56:09.923,2021-12-04 04:56:11.753,0.003849,2.1,0.00385725,2.1,49842.0,0.0139,49894.0,0.7047
41,SOL,USDT,Binance,,,,192.16360473632812,191.6565399169922,225,2021-12-04 04:56:09.923,2021-12-04 04:56:11.753,191.66000000,39.27000000,191.96000000,23.19000000,0.0,0.0,0.0,0.0
42,SOL,BTC,FTX,BTC,USDT,Binance,191.56976296429158,190.59415794779764,226,2021-12-04 04:56:23.481,2021-12-04 04:56:25.289,0.003849,2.1,0.00385725,2.1,49378.51000000,0.01369000,49632.22000000,0.44525000
43,SOL,BTC,Binance,BTC,USDT,FTX,192.81053643169886,192.0701849314752,226,2021-12-04 04:56:23.481,2021-12-04 04:56:25.289,0.00385740,1.66000000,0.00386330,1.84000000,49842.0,0.0139,49894.0,0.7047
44,SOL,BTC,FTX,BTC,USDT,Binance,190.34029572531443,189.3094834964789,227,2021-12-04 04:56:37.779,2021-12-04 04:56:40.239,0.00385775,0.3,0.003868,0.82,49704.71000000,0.00590000,49735.47000000,0.03518000
45,SOL,BTC,Binance,BTC,USDT,FTX,193.63500117552857,192.4244740375218,227,2021-12-04 04:56:37.779,2021-12-04 04:56:40.239,0.00384460,63.06000000,0.00385150,0.41000000,49564.0,0.1971,49706.0,0.0661
46,SOL,BTC,Binance,BTC,USDT,FTX,192.1740836900711,190.50979401688855,228,2021-12-04 04:56:52.388,2021-12-04 04:56:55.037,0.00384960,0.65000000,0.00385780,0.56000000,50132.0,0.01,50192.0,0.149
47,SOL,ETH,Binance,ETH,USDT,Binance,193.83898507586127,192.42217976408938,228,2021-12-04 04:56:52.388,2021-12-04 04:56:55.037,0.04799000,0.47300000,0.04813000,0.12900000,4028.92000000,2.51730000,4028.93000000,1.73690000
48,SOL,USDT,Binance,,,,192.57394409179688,192.08621215820312,229,2021-12-04 04:57:06.700,2021-12-04 04:57:08.837,192.20000000,0.15000000,192.22000000,7.14000000,0,0,0,0
49,SOL,USDT,FTX,,,,193.7436765,193.508825,229,2021-12-04 04:57:06.700,2021-12-04 04:57:08.837,193.345,17.62,193.66,23.63,0,0,0,0
50,SOL,USDT,Kucoin,,,,193.90773010253906,191.26654052734375,230,2021-12-04 04:57:19.856,2021-12-04 04:57:22.236,191.579,0.1436,192.361,0.1573,0,0,0,0
51,SOL,USDT,Binance,,,,194.4654541015625,194.1145782470703,230,2021-12-04 04:57:19.856,2021-12-04 04:57:22.236,194.78000000,4.22000000,194.79000000,8.79000000,0,0,0,0
52,SOL,USDT,Kucoin,,,,192.01983642578125,189.62120056152344,231,2021-12-04 04:57:33.305,2021-12-04 04:57:36.138,190.432,0.1445,191.828,9.18604827,0,0,0,0
53,SOL,USDT,FTX,,,,195.00443249999998,194.54570249999998,231,2021-12-04 04:57:33.305,2021-12-04 04:57:36.138,193.85,1.11,194.3425,6.3,0,0,0,0
54,SOL,USDT,Kucoin,,,,191.6544647216797,190.9358673095703,232,2021-12-04 04:57:47.739,2021-12-04 04:57:49.606,191.829,1.3228,192.501,0.0207,0,0,0,0
55,SOL,USDT,FTX,,,,195.62480449999998,194.338327,232,2021-12-04 04:57:47.739,2021-12-04 04:57:49.606,193.9875,0.04,194.515,0.14,0,0,0,0
56,SOL,USDT,Kucoin,,,,193.06788635253906,192.4943084716797,233,2021-12-04 04:58:00.849,2021-12-04 04:58:03.085,192.713,4.6507,192.876,0.1375,0,0,0,0
57,SOL,USDT,FTX,,,,194.65172099999998,194.3508195,233,2021-12-04 04:58:00.849,2021-12-04 04:58:03.085,194.1625,0.45,194.5725,0.08,0,0,0,0
58,SOL,USDT,Binance,,,,193.0643310546875,192.4858856201172,234,2021-12-04 04:58:14.328,2021-12-04 04:58:17.534,192.90000000,12.56000000,192.93000000,12.63000000,0.0,0.0,0.0,0.0
59,SOL,BTC,FTX,BTC,USDT,FTX,194.94212743372657,193.57661932668339,234,2021-12-04 04:58:14.328,2021-12-04 04:58:17.534,0.003854,14.62,0.00385975,2.1,50089.0,0.0151,50090.0,0.05
60,SOL,USDT,Kucoin,,,,193.41021728515625,192.65716552734375,235,2021-12-04 04:58:29.366,2021-12-04 04:58:31.406,191.201,6.1443,193.4,0.7133,0,0,0,0
61,SOL,USDT,Binance,,,,194.0150909423828,193.55503845214844,235,2021-12-04 04:58:29.366,2021-12-04 04:58:31.406,193.64000000,0.10000000,193.66000000,3.13000000,0,0,0,0
62,SOL,USDT,Kucoin,,,,192.82363891601562,191.0117950439453,236,2021-12-04 04:58:54.768,2021-12-04 04:58:56.629,189.952,9.7343,192.646,0.0363,0,0,0,0
63,SOL,USDT,FTX,,,,193.88125899999997,193.468849,236,2021-12-04 04:58:54.768,2021-12-04 04:58:56.629,192.495,0.06,193.7225,3.8,0,0,0,0
64,SOL,USDT,Kucoin,,,,192.86569213867188,192.26553344726562,237,2021-12-04 04:59:19.831,2021-12-04 04:59:21.723,192.48,7.7689,192.748,2.3250657,0,0,0,0
65,SOL,BTC,FTX,BTC,USDT,Binance,194.3208732803238,193.2070750414828,237,2021-12-04 04:59:19.831,2021-12-04 04:59:21.723,0.00385175,0.09,0.003864,0.02,50126.42000000,0.62805000,50145.50000000,0.04442000
66,SOL,USDT,Binance,,,,192.91419982910156,192.4459228515625,238,2021-12-04 04:59:33.364,2021-12-04 04:59:35.634,192.85000000,8.55000000,193.07000000,8.33000000,0,0,0,0
67,SOL,BTC,FTX,BTC,USDT,Binance,194.50203559710488,193.16943275662402,238,2021-12-04 04:59:33.364,2021-12-04 04:59:35.634,0.00384375,0.04,0.003854,0.02,50256.70000000,0.01949000,50256.98000000,0.04332000
68,SOL,USDT,Kucoin,,,,192.70852661132812,192.07574462890625,239,2021-12-04 04:59:46.950,2021-12-04 04:59:48.609,192.144,10,192.444,3.9174,0,0,0,0
69,SOL,BTC,FTX,BTC,USDT,Binance,193.9648717547578,192.92056134880372,239,2021-12-04 04:59:46.950,2021-12-04 04:59:48.609,0.003838,0.11,0.00385125,2.82,50216.17000000,0.02406000,50247.57000000,0.40578000
70,SOL,USDT,Kucoin,,,,192.67648315429688,191.7071075439453,240,2021-12-04 05:00:12.538,2021-12-04 05:00:15.854,191.059,0.1589,192.798,61.9764,0,0,0,0
71,SOL,BTC,FTX,BTC,USDT,Binance,194.10644067251795,192.98020380649336,240,2021-12-04 05:00:12.538,2021-12-04 05:00:15.854,0.00383775,2.1,0.00384975,2.1,50294.17000000,0.12166000,50294.18000000,0.19861000
72,SOL,USDT,Kucoin,,,,192.9207305908203,191.7850341796875,241,2021-12-04 05:00:28.129,2021-12-04 05:00:30.152,191.577,0.0516,192.798,25.90740874,0,0,0,0
73,SOL,USDT,Binance,,,,193.744873046875,193.32521057128906,241,2021-12-04 05:00:28.129,2021-12-04 05:00:30.152,193.52000000,0.89000000,193.66000000,1.00000000,0,0,0,0
74,SOL,BNB,Binance,BNB,USDT,Binance,193.92531343573137,193.21574531221813,242,2021-12-04 05:01:05.176,2021-12-04 05:01:07.165,0.35300000,6.87000000,0.35350000,7.71000000,549.20000000,10.40000000,549.70000000,26.30200000
75,SOL,USDT,FTX,,,,194.641715,194.1459425,242,2021-12-04 05:01:05.176,2021-12-04 05:01:07.165,193.7325,3.8,194.29,3.8,0,0,0,0
76,SOL,USDT,Binance,,,,193.01429748535156,192.59579467773438,243,2021-12-04 05:01:42.949,2021-12-04 05:01:45.382,192.20000000,8.69000000,192.38000000,2.00000000,0.0,0.0,0.0,0.0
77,SOL,BTC,FTX,BTC,USDT,FTX,194.63891866040228,193.62122924656222,243,2021-12-04 05:01:42.949,2021-12-04 05:01:45.382,0.0038325,0.45,0.00384125,2.1,50285.0,0.0003,50341.0,0.0092
78,SOL,USDT,Binance,,,,191.2128448486328,190.727294921875,244,2021-12-04 05:01:56.989,2021-12-04 05:01:59.763,190.93000000,18.04000000,191.06000000,5.73000000,0.0,0.0,0.0,0.0
79,SOL,BTC,FTX,BTC,USDT,FTX,193.96983948742258,192.71191740361678,244,2021-12-04 05:01:56.989,2021-12-04 05:01:59.763,0.00382475,0.3,0.00383475,6.13,50096.0,0.0185,50097.0,0.0151
80,SOL,USDT,Kucoin,,,,191.5053253173828,190.93687438964844,245,2021-12-04 05:02:11.908,2021-12-04 05:02:13.726,191.072,25.7596,191.486,4.9688,0,0,0,0
81,SOL,BTC,FTX,BTC,USDT,Binance,192.56188729893398,191.59777877608494,245,2021-12-04 05:02:11.908,2021-12-04 05:02:13.726,0.0038165,2.1,0.003822,5.96,50049.58000000,0.00239000,50060.02000000,0.38488000
82,SOL,USDT,Binance,,,,191.32293701171875,190.8871612548828,246,2021-12-04 05:02:37.400,2021-12-04 05:02:39.381,191.06000000,3.91000000,191.16000000,17.30000000,0,0,0,0
83,SOL,USDT,Kucoin,,,,192.037841796875,191.33447265625,246,2021-12-04 05:02:37.400,2021-12-04 05:02:39.381,191.013,34.5735,191.069,4.9688,0,0,0,0
84,SOL,USDT,Kucoin,,,,190.80662536621094,190.4243927001953,247,2021-12-04 05:02:50.395,2021-12-04 05:02:53.190,190.027,0.9862,190.28,4.9688,0.0,0.0,0.0,0.0
85,SOL,BTC,FTX,BTC,USDT,FTX,192.55088427241114,191.6313872077587,247,2021-12-04 05:02:50.395,2021-12-04 05:02:53.190,0.003815,0.76,0.00381625,6.25,49917.0,0.6662,49921.0,0.1005
86,SOL,USDT,Binance,,,,189.3013153076172,188.8987579345703,248,2021-12-04 05:03:05.103,2021-12-04 05:03:06.877,188.87000000,0.79000000,188.97000000,12.79000000,0.0,0.0,0.0,0.0
87,SOL,BTC,FTX,BTC,USDT,FTX,191.38957420354075,190.74381525344901,248,2021-12-04 05:03:05.103,2021-12-04 05:03:06.877,0.00381425,0.14,0.0038225,8.2,49649.0,0.0927,49724.0,0.0132
88,SOL,USDT,Kucoin,,,,188.6304473876953,186.58023071289062,249,2021-12-04 05:03:18.988,2021-12-04 05:03:22.038,187.637,1.88,188.55,38.6279,0,0,0,0
89,SOL,USDT,FTX,,,,190.11399999999998,189.63365149999998,249,2021-12-04 05:03:18.988,2021-12-04 05:03:22.038,189.0575,11.45,190.0,49.21,0,0,0,0
90,SOL,BTC,FTX,BTC,USDT,Binance,186.8577856548412,185.76236176209375,250,2021-12-04 05:03:46.929,2021-12-04 05:03:49.106,0.003814,0.02,0.00382925,0.45,48716.09000000,0.00791000,48723.13000000,1.07350000
91,SOL,BTC,Binance,BTC,USDT,FTX,190.67996899018905,189.67446375528326,250,2021-12-04 05:03:46.929,2021-12-04 05:03:49.106,0.00384040,1.65000000,0.00384640,1.67000000,48877.0,0.0038,49068.0,0.0004
